waybill_tracking_id,dispatch_timestamp,estimated_delivery_timestamp,actual_delivery_timestamp,state,district,delivery_hub_city,destination_pincode,logistics_partner,cargo_category,package_weight_kg,declared_value_inr,delivery_mode,delivery_status,payment_mode,otp_verification_status,delay_reason_if_any,last_mile_distance_km,customer_rating_score
DEL-NER-2026-000484,2026-08-23 21:30:00,2026-08-25 00:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791916,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),10.57,1560.23,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,16.6,N/A
DEL-NER-2026-000347,2026-08-23 21:30:00,2026-08-24 01:30:00,2026-08-24 01:30:00,Mizoram,Aizawl,Aizawl,796161,Blue Dart / DHL,Handicrafts & Organic NE Produce (Outbound),23.8,19388.45,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,19.1,3.6
DEL-NER-2026-000293,2026-08-23 21:30:00,2026-08-24 15:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781647,Blue Dart / DHL,FMCG & Groceries,21.03,967.17,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,21.7,N/A
DEL-NER-2026-000317,2026-08-23 21:30:00,2026-08-24 00:30:00,2026-08-24 00:30:00,Nagaland,Dimapur,Dimapur,797654,Blue Dart / DHL,Government / Official Documents,0.88,3138.45,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,21.1,4.7
DEL-NER-2026-000413,2026-08-23 20:30:00,2026-08-24 16:30:00,Pending,Sikkim,South Sikkim,Namchi,737400,ExpressBees,Apparel & Fashion,1.72,2908.91,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,19.7,N/A
DEL-NER-2026-000467,2026-08-23 20:30:00,2026-08-24 13:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781146,Blue Dart / DHL,Handicrafts & Organic NE Produce (Outbound),7.71,505.56,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,12.0,N/A
DEL-NER-2026-000199,2026-08-23 20:30:00,2026-08-24 19:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791419,Shadowfax,E-Commerce Consumer Electronics,2.83,51941.99,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,13.9,N/A
DEL-NER-2026-000068,2026-08-23 20:30:00,2026-08-24 12:30:00,Pending,Sikkim,East Sikkim,Gangtok,737112,Amazon Logistics (NER),Auto Spare Parts & Industrial Tools,10.93,14050.74,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,10.5,N/A
DEL-NER-2026-000105,2026-08-23 19:30:00,2026-08-24 06:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791689,Shadowfax,Government / Official Documents,2.41,4191.39,Electric Cargo 3-Wheeler,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,3.9,N/A
DEL-NER-2026-000094,2026-08-23 19:30:00,2026-08-23 21:30:00,2026-08-23 21:30:00,Sikkim,South Sikkim,Namchi,737746,India Post (Speed Post),FMCG & Groceries,12.39,7094.33,Two-Wheeler / Bike Express,Delivered Successfully,Cash on Delivery (COD),Verified,None,4.3,3.7
DEL-NER-2026-000488,2026-08-23 19:30:00,2026-08-25 06:30:00,Pending,Sikkim,East Sikkim,Gangtok,737474,India Post (Speed Post),Essential Medicines & Medical Supplies,2.22,13775.02,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,23.2,N/A
DEL-NER-2026-000335,2026-08-23 19:30:00,2026-08-24 13:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793280,Shadowfax,E-Commerce Consumer Electronics,6.73,4480.72,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,19.5,N/A
DEL-NER-2026-000234,2026-08-23 19:30:00,2026-08-24 05:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781292,Shadowfax,Government / Official Documents,1.97,1906.37,Two-Wheeler / Bike Express,Delivery Attempted - Recipient Unavailable,Cash on Delivery (COD),N/A,None,19.3,N/A
DEL-NER-2026-000041,2026-08-23 19:30:00,2026-08-24 06:30:00,Pending,Meghalaya,West Garo Hills,Tura,793993,Shadowfax,E-Commerce Consumer Electronics,5.56,4895.6,Two-Wheeler / Bike Express,Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,8.1,N/A
DEL-NER-2026-000358,2026-08-23 19:30:00,2026-08-24 18:30:00,Pending,Nagaland,Kohima,Kohima,797181,India Post (Speed Post),Essential Medicines & Medical Supplies,1.38,977.33,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,28.0,N/A
DEL-NER-2026-000223,2026-08-23 19:30:00,2026-08-25 03:30:00,Pending,Meghalaya,West Garo Hills,Tura,793312,India Post (Speed Post),Essential Medicines & Medical Supplies,2.96,1388.96,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,2.6,N/A
DEL-NER-2026-000366,2026-08-23 19:30:00,2026-08-25 04:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791715,ExpressBees,Apparel & Fashion,0.56,3048.99,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,3.1,N/A
DEL-NER-2026-000264,2026-08-23 19:30:00,2026-08-24 13:30:00,Pending,Sikkim,East Sikkim,Gangtok,737139,Shadowfax,Handicrafts & Organic NE Produce (Outbound),22.54,17550.88,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,12.7,N/A
DEL-NER-2026-000422,2026-08-23 19:30:00,2026-08-24 10:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791694,Amazon Logistics (NER),FMCG & Groceries,13.12,13171.8,Electric Cargo 3-Wheeler,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,2.9,N/A
DEL-NER-2026-000320,2026-08-23 18:30:00,2026-08-23 22:30:00,2026-08-23 22:30:00,Manipur,Churachandpur,Churachandpur,795729,ExpressBees,E-Commerce Consumer Electronics,2.79,51269.66,Two-Wheeler / Bike Express,Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,30.5,4.0
DEL-NER-2026-000280,2026-08-23 18:30:00,2026-08-24 23:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791811,Delhivery,Essential Medicines & Medical Supplies,1.92,10077.55,Drone Delivery (Medicines/High Altitude),Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,30.6,N/A
DEL-NER-2026-000294,2026-08-23 18:30:00,2026-08-24 14:30:00,Pending,Sikkim,South Sikkim,Namchi,737582,DTDC Express,Apparel & Fashion,1.85,1516.58,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,1.1,N/A
DEL-NER-2026-000099,2026-08-23 18:30:00,2026-08-25 04:30:00,Pending,Manipur,Imphal West,Imphal,795618,ExpressBees,Essential Medicines & Medical Supplies,1.93,1226.06,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,14.4,N/A
DEL-NER-2026-000106,2026-08-23 18:30:00,2026-08-23 23:30:00,2026-08-23 23:30:00,Arunachal Pradesh,Tawang,Tawang,791213,Delhivery,Essential Medicines & Medical Supplies,3.94,2173.72,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,23.5,4.6
DEL-NER-2026-000107,2026-08-23 18:30:00,2026-08-25 05:30:00,Pending,Nagaland,Kohima,Kohima,797739,Amazon Logistics (NER),E-Commerce Consumer Electronics,3.49,51884.88,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,11.8,N/A
DEL-NER-2026-000029,2026-08-23 18:30:00,2026-08-24 00:30:00,2026-08-24 00:30:00,Assam,Dibrugarh,Dibrugarh,781112,DTDC Express,Auto Spare Parts & Industrial Tools,23.91,2394.69,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,10.6,4.4
DEL-NER-2026-000348,2026-08-23 18:30:00,2026-08-24 06:30:00,Pending,Manipur,Churachandpur,Churachandpur,795223,Flipkart Ekart,Auto Spare Parts & Industrial Tools,11.7,21309.89,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,7.7,N/A
DEL-NER-2026-000010,2026-08-23 18:30:00,2026-08-24 10:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791765,India Post (Speed Post),Apparel & Fashion,1.82,545.43,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Pay on Delivery (UPI QR),N/A,Heavy Rain / Inundation,19.9,N/A
DEL-NER-2026-000454,2026-08-23 18:30:00,2026-08-24 10:30:00,Pending,Sikkim,East Sikkim,Gangtok,737812,India Post (Speed Post),E-Commerce Consumer Electronics,6.64,46804.74,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,28.0,N/A
DEL-NER-2026-000035,2026-08-23 18:30:00,2026-08-24 02:30:00,2026-08-24 02:30:00,Arunachal Pradesh,Tawang,Tawang,791586,ExpressBees,Apparel & Fashion,2.37,2763.72,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,28.5,4.0
DEL-NER-2026-000330,2026-08-23 17:30:00,2026-08-24 03:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793928,Flipkart Ekart,Essential Medicines & Medical Supplies,3.3,9017.08,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,9.7,N/A
DEL-NER-2026-000144,2026-08-23 17:30:00,2026-08-25 01:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781766,Blue Dart / DHL,Apparel & Fashion,0.47,1259.38,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,32.0,N/A
DEL-NER-2026-000062,2026-08-23 17:30:00,2026-08-24 03:30:00,2026-08-24 03:30:00,Assam,Dibrugarh,Dibrugarh,781650,Delhivery,Government / Official Documents,0.42,3701.6,Two-Wheeler / Bike Express,Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,25.3,4.2
DEL-NER-2026-000305,2026-08-23 17:30:00,2026-08-23 20:30:00,2026-08-23 20:30:00,Assam,Kamrup Metropolitan,Guwahati,781544,ExpressBees,FMCG & Groceries,5.62,4804.73,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,13.1,4.5
DEL-NER-2026-000338,2026-08-23 17:30:00,2026-08-24 04:30:00,2026-08-24 04:30:00,Arunachal Pradesh,Papum Pare,Itanagar,791959,Delhivery,FMCG & Groceries,15.69,5197.49,Electric Cargo 3-Wheeler,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,29.2,4.1
DEL-NER-2026-000219,2026-08-23 17:30:00,2026-08-24 13:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781642,DTDC Express,Essential Medicines & Medical Supplies,3.9,14243.07,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,8.6,N/A
DEL-NER-2026-000024,2026-08-23 17:30:00,2026-08-24 13:30:00,Pending,Manipur,Churachandpur,Churachandpur,795899,DTDC Express,Essential Medicines & Medical Supplies,1.05,10086.16,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,16.7,N/A
DEL-NER-2026-000445,2026-08-23 17:30:00,2026-08-25 04:30:00,Pending,Mizoram,Aizawl,Aizawl,796792,India Post (Speed Post),Handicrafts & Organic NE Produce (Outbound),14.21,12074.45,Two-Wheeler / Bike Express,Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,23.1,N/A
DEL-NER-2026-000259,2026-08-23 17:30:00,2026-08-24 09:30:00,Pending,Nagaland,Dimapur,Dimapur,797936,Flipkart Ekart,Apparel & Fashion,1.98,3650.63,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,9.6,N/A
DEL-NER-2026-000128,2026-08-23 17:30:00,2026-08-24 12:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791316,India Post (Speed Post),Apparel & Fashion,1.26,2223.99,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,9.9,N/A
DEL-NER-2026-000194,2026-08-23 16:30:00,2026-08-24 03:30:00,2026-08-24 03:30:00,Tripura,West Tripura,Agartala,799669,Delhivery,E-Commerce Consumer Electronics,4.01,20456.1,Two-Wheeler / Bike Express,Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,15.9,3.5
DEL-NER-2026-000414,2026-08-23 16:30:00,2026-08-24 19:30:00,Pending,Assam,Cachar,Silchar,781179,Blue Dart / DHL,Government / Official Documents,1.41,1290.94,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,29.1,N/A
DEL-NER-2026-000143,2026-08-23 16:30:00,2026-08-24 07:30:00,Pending,Tripura,Gomati,Udaipur,799656,Flipkart Ekart,E-Commerce Consumer Electronics,2.85,21380.45,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,14.1,N/A
DEL-NER-2026-000353,2026-08-23 16:30:00,2026-08-25 01:30:00,Pending,Tripura,West Tripura,Agartala,799338,Flipkart Ekart,E-Commerce Consumer Electronics,6.52,7533.14,Electric Cargo 3-Wheeler,Delayed - Landslide / Road Blockade,Cash on Delivery (COD),N/A,Landslide / Highway Blockade,9.5,N/A
DEL-NER-2026-000276,2026-08-23 16:30:00,2026-08-24 23:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791660,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,5.47,21781.59,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,20.2,N/A
DEL-NER-2026-000163,2026-08-23 16:30:00,2026-08-23 22:30:00,2026-08-23 22:30:00,Assam,Kamrup Metropolitan,Guwahati,781283,DTDC Express,E-Commerce Consumer Electronics,5.98,61802.07,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,11.6,4.5
DEL-NER-2026-000037,2026-08-23 15:30:00,2026-08-23 20:30:00,2026-08-23 20:30:00,Assam,Kamrup Metropolitan,Guwahati,781153,Flipkart Ekart,FMCG & Groceries,14.26,4987.65,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,11.8,4.8
DEL-NER-2026-000073,2026-08-23 15:30:00,2026-08-24 10:30:00,Pending,Mizoram,Aizawl,Aizawl,796445,Blue Dart / DHL,Government / Official Documents,1.04,3280.83,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,10.2,N/A
DEL-NER-2026-000231,2026-08-23 15:30:00,2026-08-24 22:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791734,Blue Dart / DHL,Government / Official Documents,1.92,1587.95,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,6.8,N/A
DEL-NER-2026-000381,2026-08-23 15:30:00,2026-08-24 10:30:00,Pending,Mizoram,Aizawl,Aizawl,796289,Shadowfax,Apparel & Fashion,1.59,4497.8,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,15.8,N/A
DEL-NER-2026-000469,2026-08-23 15:30:00,2026-08-24 07:30:00,Pending,Nagaland,Kohima,Kohima,797384,India Post (Speed Post),Government / Official Documents,2.33,1702.41,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,9.1,N/A
DEL-NER-2026-000046,2026-08-23 15:30:00,2026-08-24 23:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791653,ExpressBees,Essential Medicines & Medical Supplies,0.5,10788.74,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,18.8,N/A
DEL-NER-2026-000164,2026-08-23 15:30:00,2026-08-24 02:30:00,Pending,Nagaland,Kohima,Kohima,797973,ExpressBees,FMCG & Groceries,7.32,7288.57,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,12.8,N/A
DEL-NER-2026-000154,2026-08-23 15:30:00,2026-08-24 23:30:00,Pending,Nagaland,Kohima,Kohima,797507,India Post (Speed Post),Auto Spare Parts & Industrial Tools,20.91,13034.63,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,28.6,N/A
DEL-NER-2026-000083,2026-08-23 15:30:00,2026-08-24 14:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793954,India Post (Speed Post),E-Commerce Consumer Electronics,7.74,43776.95,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,19.4,N/A
DEL-NER-2026-000078,2026-08-23 15:30:00,2026-08-24 01:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791557,Delhivery,Handicrafts & Organic NE Produce (Outbound),17.19,19649.27,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,20.4,N/A
DEL-NER-2026-000340,2026-08-23 14:30:00,2026-08-24 19:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793753,Shadowfax,Auto Spare Parts & Industrial Tools,14.61,13570.36,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,24.0,N/A
DEL-NER-2026-000494,2026-08-23 14:30:00,2026-08-23 17:30:00,2026-08-23 17:30:00,Mizoram,Aizawl,Aizawl,796893,Amazon Logistics (NER),FMCG & Groceries,20.3,4703.02,Two-Wheeler / Bike Express,Delivered Successfully,Cash on Delivery (COD),Verified,None,22.6,4.5
DEL-NER-2026-000130,2026-08-23 14:30:00,2026-08-24 19:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793852,DTDC Express,Auto Spare Parts & Industrial Tools,2.15,8460.38,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,8.2,N/A
DEL-NER-2026-000486,2026-08-23 14:30:00,2026-08-23 22:30:00,2026-08-23 22:30:00,Mizoram,Lunglei,Lunglei,796645,Blue Dart / DHL,Handicrafts & Organic NE Produce (Outbound),5.46,13141.03,Two-Wheeler / Bike Express,Delivered Successfully,Cash on Delivery (COD),Verified,None,18.8,4.2
DEL-NER-2026-000021,2026-08-23 14:30:00,2026-08-24 17:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781910,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,11.28,18731.71,Foot Courier (Hill Stairs / Remote Village),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,27.9,N/A
DEL-NER-2026-000213,2026-08-23 14:30:00,2026-08-25 00:30:00,Pending,Assam,Jorhat,Jorhat,781828,DTDC Express,Essential Medicines & Medical Supplies,1.18,11277.39,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,30.1,N/A
DEL-NER-2026-000076,2026-08-23 14:30:00,2026-08-23 16:30:00,2026-08-23 16:30:00,Mizoram,Aizawl,Aizawl,796214,Delhivery,E-Commerce Consumer Electronics,6.6,22671.73,Electric Cargo 3-Wheeler,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,10.8,4.5
DEL-NER-2026-000170,2026-08-23 14:30:00,2026-08-24 13:30:00,Pending,Sikkim,East Sikkim,Gangtok,737792,ExpressBees,Government / Official Documents,1.82,1669.89,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,12.6,N/A
DEL-NER-2026-000014,2026-08-23 14:30:00,2026-08-24 11:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781556,DTDC Express,Essential Medicines & Medical Supplies,3.16,11973.97,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Pay on Delivery (UPI QR),Pending,None,8.4,N/A
DEL-NER-2026-000263,2026-08-23 14:30:00,2026-08-24 06:30:00,Pending,Meghalaya,West Garo Hills,Tura,793833,Amazon Logistics (NER),E-Commerce Consumer Electronics,2.77,45639.96,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,8.8,N/A
DEL-NER-2026-000333,2026-08-23 14:30:00,2026-08-24 09:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791115,ExpressBees,Government / Official Documents,1.37,2224.02,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,30.3,N/A
DEL-NER-2026-000450,2026-08-23 14:30:00,2026-08-24 15:30:00,Pending,Manipur,Churachandpur,Churachandpur,795437,DTDC Express,E-Commerce Consumer Electronics,3.67,19069.44,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,3.6,N/A
DEL-NER-2026-000156,2026-08-23 14:30:00,2026-08-24 11:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793277,Delhivery,Apparel & Fashion,0.19,1525.55,Electric Cargo 3-Wheeler,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,2.6,N/A
